,word,score,stem
903,weather,-0.625,weath
904,empacado,-0.125,empac
905,atascado,-0.125,atasc
906,atestado,-0.125,atest
907,congruente,0.25,congruent
908,incongruente,0.0,incongruent
909,conjuntivo,0.0,conjunt
910,conectiva,-0.25,conect
911,disyuntiva,-0.125,disyunt
912,separativo,0.25,separ
913,conjunción,0.125,conjuncion
914,disyunción,0.125,disyuncion
915,aparte,0.5,apart
916,asternal,-0.625,asternal
917,separado,-0.5,separ
918,explotó,0.5,explot
919,vincible,-0.125,vincibl
920,vencible,-0.125,vencibl
921,subyugable,-0.25,subyug
922,indomable,-0.5,indom
923,invencible,-0.5,invenc
924,all,-0.5,all
925,semiconsciente,-0.125,semiconscient
926,sentient,0.125,sentient
927,comatoso,-0.375,comat
928,ko,-0.125,ko
929,kayoed,-0.125,kay
930,semicomatosa,-0.125,semicomat
931,subconsciente,-0.25,subconscient
932,dedicado,0.125,dedic
933,votivo,0.125,votiv
934,desconsagrada,0.125,desconsagr
935,profanado,0.0,profan
936,blimpish,0.125,blimpish
937,abrochado,0.25,abroch
938,ultraconservador,-0.5,ultraconserv
939,neoliberal,0.375,neoliberal
940,consistente,0.25,consistent
941,reconciliado,0.375,reconcili
942,conflictivo,0.5,conflict
943,discrepante,-0.875,discrep
944,raspado,0.375,rasp
945,audaz,0.5,audaz
946,prominente,0.125,prominent
947,diferenciable,0.75,diferenci
948,discriminable,0.625,discrimin
949,inconstante,0.125,inconst
950,volátil,-0.375,volatil
951,creativo,0.375,creativ
952,moldeado,0.5,mold
953,plástico,0.5,plastic
954,formativo,0.5,format
955,rehabilitadora,0.75,rehabilit
956,reconstructora,0.75,reconstructor
957,destructivo,-0.625,destruct
958,marchitándose,0.375,marchit
959,devastando,0.375,devast
960,aniquilando,0.375,aniquil
961,cataclismo,-0.875,catacl
962,corrosivo,0.5,corr
963,erosivo,-0.375,eros
964,devastador,-0.75,devast
965,soul,-0.375,soul
966,autosatisfecho,-0.125,autosatisfech
967,autocomplaciente,-0.125,autocomplacient
968,desafecto,-0.625,desafect
969,desafiable,0.5,desafi
970,debatible,0.5,debat
971,sacudible,0.625,sacud
972,demostrado,0.125,demostr
973,incontinente,-0.5,incontinent
974,fuga,-0.5,fug
975,esporádico,-0.625,esporad
976,consecutivo,-0.375,consecut
977,sostenido,-0.375,sosten
978,discontinuo,-0.375,discontinu
979,interrumpido,-0.125,interrump
980,continuo,-0.5,continu
981,continuado,-0.375,continu
982,controlado,0.375,control
983,obsesionado,0.375,obsesion
984,regimentado,0.375,regiment
985,anárquico,-0.5,anarqu
986,irrefrenable,-0.5,irrefren
987,rampante,-0.625,rampant
988,torrencial,0.125,torrencial
989,controversial,0.5,controversial
990,contencioso,0.375,contenci
991,polémica,-0.125,polem
992,incontrovertido,-0.5,incontrovert
993,argumentativo,0.125,argument
994,litigiosos,0.375,litigi
995,polémicos,0.375,polem
996,contenciosos,0.375,contenci
997,combativos,0.375,combat
998,erístico,0.375,erist
999,conveniente,0.375,convenient
1000,handy,0.0,handy
1001,inconveniente,-0.625,inconvenient
1002,consuetudinario,0.0,consuetudinari
1003,formulaic,-0.125,formulaic
1004,bohemio,-0.125,bohemi
1005,go,-0.625,go
1006,estereotipado,-0.375,estereotip
1007,alternativa,-0.125,altern
1008,gonzo,-0.25,gonz
1009,excéntrico,-0.25,excentr
1010,bizarro,-0.25,bizarr
1011,rakish,0.375,rakish
1012,raffish,0.375,raffish
1013,salida,-0.5,sal
1014,estrafalario,-0.5,estrafalari
1015,lejano,-0.5,lejan
1016,tradicionalista,0.25,tradicional
1017,convergente,0.0,convergent
1018,desilusionante,-0.375,desilusion
1019,desencantador,-0.375,desencant
1020,gratinado,-0.25,gratin
1021,rebozado,-0.25,reboz
1022,guisado,-0.5,guis
1023,escalfado,-0.5,escalf
1024,pancake,-0.125,pancak
1025,colaboración,0.125,colabor
1026,sinérgico,0.25,sinerg
1027,corrompido,-0.625,corromp
1028,venal,0.625,venal
1029,comprable,0.625,comprabl
1030,corruptible,0.625,corrupt
1031,sobornable,0.625,soborn
1032,réprobo,-0.875,reprob
1033,depravado,-0.875,deprav
1034,incorruptible,-0.5,incorrupt
1035,antiácido,-0.375,antiac
1036,antiflogístico,-0.75,antiflogist
1037,aeriforme,-0.125,aeriform
1038,aéreo,-0.125,aere
1039,narrow,-0.25,narrow
1040,cuerpo,-0.25,cuerp
1041,smooth,-0.25,smooth
1042,reencarnar,0.125,reencarn
1043,incorpóreo,-0.5,incorpore
1044,preciso,0.125,precis
1045,exacto,0.125,exact
1046,palabra,0.625,palabr
1047,straight,0.625,straight
1048,mente,0.625,ment
1049,corregido,-0.625,correg
1050,aplanático,0.5,aplanat
1051,apocromático,0.125,apocromat
1052,corrigible,0.5,corrig
1053,enmendable,0.5,enmend
1054,mejorable,-0.25,mejor
1055,reformable,-0.375,reform
1056,redimible,-0.375,redim
1057,incorregible,-0.75,incorreg
1058,cosmopolita,-0.25,cosmopolit
1059,pueblerino,0.125,pueblerin
1060,alimentado,0.75,aliment
1061,parroquial,0.375,parroquial
1062,poky,-0.125,poky
1063,pokey,-0.125,pokey
1064,one,-0.125,one
1065,jerkwater,-0.125,jerkwat
1066,quedarse,-0.625,qued
1067,costive,-0.375,costiv
1068,laxante,-0.375,laxant
1069,aperitivo,-0.625,aperit
1070,purgante,-0.25,purgant
1071,evacuante,-0.25,evacu
1072,estreñido,-0.75,estreñ
1073,considerado,0.25,consider
1074,caddish,-0.5,caddish
1075,descortés,0.125,descortes
1076,incivil,0.875,incivil
1077,imaginaria,0.5,imaginari
1078,ficticio,0.625,fictici
1079,inventivo,0.375,invent
1080,imaginativo,0.375,imagin
1081,yeasty,0.375,yeasty
1082,presunto,0.5,presunt
1083,sobrecrédulo,-0.75,sobrecredul
1084,capcioso,-0.5,capcios
1085,censura,-0.875,censur
1086,deprecativo,-0.625,deprec
1087,sobrecrítica,-0.625,sobrecrit
1088,hipercrítica,-0.625,hipercrit
1089,abrasador,0.25,abras
1090,vituperante,-0.625,vituper
1091,evaluación,0.5,evalu
1092,valoración,0.5,valor
1093,judicial,0.625,judicial
1094,acritical,-0.25,acritical
1095,pivotal,0.5,pivotal
1096,cristalizado,0.125,cristaliz
1097,boxeo,-0.125,boxe
1098,caja,-0.125,caj
1099,isométrico,0.25,isometr
1100,rectilínea,-0.125,rectiline
1101,plaqueta,-0.375,plaquet
1102,placoide,-0.375,placoid
1103,planicie,0.375,planici
1104,aplanado,0.375,aplan
1105,unidimensional,-0.125,unidimensional
1106,multidimensional,-0.125,multidimensional
1107,bidimensional,-0.625,bidimensional
1108,dimensional,-0.625,dimensional
1109,rebanado,0.125,reban
1110,desmenuzado,0.125,desmenuz
1111,incidido,0.25,incid
1112,acuchillado,0.375,acuchill
1113,preguntando,0.5,pregunt
1114,especulando,0.5,especul
1115,fisgón,-0.25,fisgon
1116,contemporáneo,0.125,contemporane
1117,tópico,0.125,topic
1118,up,0.125,up
1119,latest,0.125,latest
1120,obsoleto,-0.125,obsolet
1121,superanado,-0.75,superan
1122,obsolescente,-0.375,obsolescent
1123,maldición,-0.25,maldicion
1124,maldita,0.0,maldit
1125,deuced,0.0,deuc
1126,zurcido,0.0,zurc
1127,bendecido,0.0,bendec
1128,culpado,0.0,culp
1129,dorada,0.875,dor
1130,afortunada,0.875,afortun
1131,dowered,-0.375,dower
1132,cortinas,-0.25,cortin
1133,prefabricado,-0.125,prefabric
1134,rotativo,-0.125,rotat
1135,orbital,-0.125,orbital
1136,heterocíclico,-0.25,heterocicl
1137,acíclico,0.125,acicl
1138,nocturno,0.125,nocturn
1139,maltratado,-0.75,maltrat
1140,derribado,-0.375,derrib
1141,destartalado,-0.375,destartal
1142,broken,-0.625,brok
1143,noqueado,-0.875,noqu
1144,acribillado,-0.5,acribill
1145,fechable,0.125,fechabl
1146,deaf,-0.25,deaf
1147,ensordecido,-0.5,ensordec
1148,inaudito,-0.625,inaudit
1149,profundamente,-0.625,profund
1150,terroso,-0.75,terros
1151,hollywood,-0.75,hollywood
1152,determinante,0.25,determin
1153,resuelto,0.375,resuelt
1154,afirmado,0.5,afirm
1155,profesado,-0.625,profes
1156,indelicado,0.625,indelic
1157,aguas,0.125,agu
1158,insonorizado,0.375,insonoriz
1159,shoaly,-0.25,shoaly
1160,shelvy,-0.25,shelvy
1161,shelfy,-0.25,shelfy
1162,reefy,-0.25,reefy
1163,despierta,0.0,despiert
1164,inaplazable,-0.75,inaplaz
1165,inalienable,-0.625,inalien
1166,subyugado,-0.25,subyug
1167,invicto,0.0,invict
1168,conformable,0.5,conform
1169,indefinible,-0.125,indefin
1170,derivable,0.625,deriv
1171,plagiario,-0.25,plagiari
1172,plagiado,-0.25,plagi
1173,underived,0.125,underiv
1174,inflexionada,0.25,inflexion
1175,decisivo,0.25,decis
1176,indefinido,-0.25,indefin
1177,coy,0.5,coy
1178,indehiscente,-0.5,indehiscent
1179,amort,0.375,amort
1180,deshinchado,-0.125,deshinch
1181,triunfante,0.0,triunfant
1182,triunfal,0.0,triunfal
1183,regocijante,0.0,regocij
1184,exultante,0.75,exult
1185,levantado,0.125,levant
1186,gossamer,0.375,gossam
1187,pastel,-0.125,pastel
1188,rugoso,0.125,rugos
1189,rompible,-0.25,rompibl
1190,ladrillo,0.0,ladrill
1191,friable,-0.25,friabl
1192,desmenuzable,-0.25,desmenuz
1193,frágil,-0.625,fragil
1194,frangible,0.375,frangibl
1195,infranqueable,-0.75,infranqu
1196,inastillable,-0.25,inastill
1197,imperativo,0.0,imper
1198,instantánea,-0.125,instantane
1199,insistente,-0.125,insistent
1200,llorando,-0.125,llor
1201,clamando,-0.125,clam
1202,importuno,0.625,importun
1203,peticionario,0.5,peticionari
1204,precativo,-0.5,precat
1205,suplicante,0.125,suplic
1206,democrático,0.375,democrat
1207,antiautoritario,-0.375,antiautoritari
1208,participativo,0.125,particip
1209,antidemocrático,-0.625,antidemocrat
1210,totalitario,-0.125,totalitari
1211,reticente,0.25,reticent
1212,contenido,0.25,conten
1213,negable,0.375,negabl
1214,innegable,-0.875,inneg
1215,indiscutible,-0.375,indiscut
1216,incontestable,-0.375,incontest
1217,irrefutable,-0.875,irrefut
1218,incontrovertible,-0.875,incontrovert
1219,nombrar,0.5,nombr
1220,apelar,0.5,apel
1221,connotativo,0.375,connot
1222,sugestivo,-0.125,sugest
1223,babelike,-0.25,babelik
1224,parásito,-0.125,parasit
1225,sanguijuela,-0.125,sanguijuel
1226,chupasangre,-0.125,chupasangr
1227,simbiótico,-0.5,simbiot
1228,autosuficiente,0.25,autosuficient
1229,autodirigido,0.25,autodirig
1230,autónomo,0.25,autonom
1231,indie,-0.625,indi
1232,strong,0.5,strong
1233,tendencioso,0.125,tendenci
1234,prescriptivo,0.375,prescript
1235,normativo,0.375,normat
1236,descriptivo,0.0,descript
1237,demandado,0.625,demand
1238,codiciado,0.625,codici
1239,sexualmente,0.625,sexual
1240,deliciosa,0.625,delici
1241,envidiable,-0.25,envidi
1242,preferible,0.75,prefer
1243,exterminado,-0.25,extermin
1244,aniquilado,-0.25,aniquil
1245,estropeado,-0.5,estrop
1246,borrado,-0.125,borr
1247,arrasado,-0.125,arras
1248,desmantelado,-0.125,desmantel
1249,demolido,-0.125,demol
1250,devastado,-0.375,devast
1251,violado,-0.375,viol
1252,saqueado,-0.375,saqu
1253,kaput,-0.375,kaput
1254,gone,-0.375,gon
1255,done,-0.375,don
1256,extinguido,-0.5,extingu
1257,preservado,0.25,preserv
1258,conservado,-0.625,conserv
1259,conservable,0.5,conserv
1260,salvado,-0.75,salv
1261,retenido,0.125,reten
1262,mantenido,0.125,manten
1263,destructible,0.0,destruct
1264,abolible,0.625,abol
1265,destruible,0.375,destruibl
1266,indestructible,0.25,indestruct
1267,determinable,0.5,determin
1268,descubrible,0.625,descubr
1269,comprobable,0.625,comprob
1270,definible,0.5,defin
1271,juzgable,0.5,juzgabl
1272,indeterminable,-0.5,indetermin
1273,vestigial,-0.75,vestigial
1274,rudimentario,-0.75,rudimentari
1275,adiabático,-0.625,adiabat
1276,diferenciado,0.125,diferenci
1277,indiferenciado,-0.25,indiferenci
1278,ambicioso,-0.375,ambici
1279,embarazoso,-0.75,embaraz
1280,cosquilloso,-0.625,cosquill
1281,luchado,0.25,luch
1282,hercúlea,-0.5,hercule
1283,problemático,-0.875,problemat
1284,intentando,-0.5,intent
1285,enojado,-0.625,enoj
1286,simplificado,0.0,simplific
1287,user,0.0,user
1288,cortesano,0.25,cortesan
1289,humillante,-0.625,humill
1290,infra,0.625,infra
1291,estadista,0.25,estad
1292,unstatesmanlike,-0.125,unstatesmanlik
1293,presidencial,-0.25,presidencial
1294,sedoso,-0.125,sedos
1295,asiduo,-0.125,asidu
1296,negligente,0.0,negligent
1297,desatento,-0.625,desatent
1298,diluido,-0.625,dilu
1299,concentrado,-0.625,concentr
1300,supersaturado,-0.625,supersatur
1301,insaturado,0.25,insatur
1302,lisa,0.25,lis
1303,tacto,0.5,tact
1304,undiplomático,-0.75,undiplomat
1305,placar,-0.25,plac
1306,aplacar,-0.25,aplac
1307,apaciguar,-0.25,apacigu
1308,pacific,0.625,pacific
1309,alienación,-0.75,alien
1310,diversión,-0.375,diversion
1311,indirecta,-0.25,indirect
1312,alusivo,0.125,alus
1313,rotonda,-0.125,rotond
1314,tortuga,-0.125,tortug
1315,perifrástica,0.375,perifrast
1316,circunlocutoria,0.375,circunlocutori
1317,circunlocutiva,0.375,circunlocut
1318,ambigua,0.375,ambigu
1319,oblicuo,0.75,oblicu
1320,comilón,-0.125,comilon
1321,inverso,0.125,invers
1322,percibido,0.25,percib
1323,presciente,0.25,prescient
1324,parlanchín,-0.375,parlanchin
1325,bocazas,-0.375,bocaz
1326,discriminar,0.625,discrimin
1327,indiscriminado,0.375,indiscrimin
1328,promiscuo,-0.75,promiscu
1329,venta,0.25,vent
1330,discriminando,0.75,discrimin
1331,diacrítico,0.625,diacrit
1332,discerniendo,0.25,discern
1333,discriminante,0.625,discrimin
1334,ecléctico,0.375,eclect
1335,selectivo,0.625,select
1336,indiscriminada,0.125,indiscrimin
1337,retornable,-0.375,retorn
1338,desechable,0.5,desech
1339,distinto,0.375,distint
1340,cincelado,0.5,cincel
1341,cristalino,0.625,cristalin
1342,esbozado,0.625,esboz
1343,definido,0.625,defin
1344,indistinto,-0.5,indistint
1345,bedimmed,0.25,bedimm
1346,borroso,-0.625,borros
1347,nebuloso,-0.125,nebul
1348,nublado,-0.125,nubl
1349,velado,0.375,vel
1350,enfocado,0.375,enfoc
1351,desenfocado,-0.625,desenfoc
1352,amplia,0.25,ampli
1353,variada,0.25,vari
1354,monolítico,-0.25,monolit
1355,escindible,0.625,escind
1356,separable,0.5,separ
1357,disociable,0.5,disoci
1358,disociativo,-0.125,disoci
1359,divisible,-0.375,divis
1360,indiscreto,-0.75,indiscret
1361,indivisible,-0.5,indivis
1362,inseparable,-0.5,insepar
1363,dominar,-0.25,domin
1364,dictatorial,0.125,dictatorial
1365,perentorio,0.0,perentori
1366,mandón,0.0,mandon
1367,autocrático,0.0,autocrat
1368,intimidación,-0.375,intimid
1369,tempestad,-0.375,tempest
1370,caballero,-0.125,caballer
1371,mano,-0.25,man
1372,tiránico,0.0,tiran
1373,sumiso,0.75,sumis
1374,inclinarse,0.75,inclin
1375,arrastrándose,0.75,arrastr
1376,picoteado,-1.0,picot
1377,obsequioso,0.625,obsequi
1378,insumiso,-0.5,insumis
1379,gobernando,0.25,gobern
1380,preponderante,0.125,preponder
1381,predominante,0.125,predomin
1382,posesivo,0.625,poses
1383,soberano,0.125,soberan
1384,asociado,-0.375,asoci
1385,secundaria,-0.375,secundari
1386,dominante,-0.375,domin
1387,recesivo,-0.25,reces
1388,hammy,0.375,hammy
1389,actable,0.625,actabl
1390,teatral,0.25,teatral
1391,melodramático,-0.125,melodramat
1392,histriónico,-0.125,histrion
1393,stagy,-0.25,stagy
1394,stagey,-0.25,stagey
1395,potable,0.75,potabl
1396,bebible,0.75,bebibl
1397,beery,-0.25,beery
1398,borracho,0.25,borrach
1399,bibuloso,0.25,bibul
1400,narcotizado,0.125,narcotiz
1401,narcotizada,0.125,narcotiz
1402,drogado,0.125,drog
1403,dopado,0.125,dop
1404,half,-0.125,half
1405,apedreado,0.125,apedr
1406,saltado,0.125,salt
1407,desafilado,0.25,desafil
1408,carnaval,0.25,carnaval
1409,metal,0.75,metal
1410,sharp,0.125,sharp
1411,perforar,-0.375,perfor
1412,lancinar,-0.375,lancin
1413,apuñalar,-0.375,apuñal
1414,aguzar,-0.375,aguz
1415,sal,-0.75,sal
1416,spirited,0.375,spirit
1417,peppy,0.375,peppy
1418,bouncy,0.375,bouncy
1419,bouncing,0.375,bouncing
1420,breezy,0.375,breezy
1421,centelleante,0.5,centell
1422,efervescente,0.5,efervescent
1423,efusivo,-0.25,efus
1424,bovino,0.25,bovin
1425,puede,0.375,pued
1426,cambiando,0.375,cambi
1427,propulsor,0.75,propulsor
1428,atrás,0.5,atras
1429,moribundo,-0.75,moribund
1430,muriendo,0.125,mur
1431,oído,0.0,oid
1432,avance,0.125,avanc
1433,arqueano,0.125,arquean
1434,arqueozoico,-0.125,arqueoz
1435,prematuro,-0.25,prematur
1436,proterozoico,-0.125,proteroz
1437,tardanza,0.375,tardanz
1438,ganado,0.125,gan
1439,honorario,-0.5,honorari
1440,mesomorfo,0.25,mesomorf
1441,atlético,0.25,atlet
1442,comestible,0.25,comest
1443,matable,0.125,matabl
1444,parve,-0.5,parv
1445,pareve,-0.5,parev
1446,incomestible,-0.5,incomest
1447,letrado,0.25,letr
1448,semianalfabetos,0.375,semianalfabet
1449,analfabeto,-0.125,analfabet
1450,iletrado,-0.5,iletr
1451,inescrupuloso,-0.5,inescrupul
1452,innumerables,0.25,innumer
1453,operante,0.375,oper
1454,inoperante,-0.125,inoper
1455,difunto,-0.75,difunt
1456,impulsando,0.0,impuls
1457,contundente,0.375,contundent
1458,desdentado,-0.25,desdent
1459,esfuerzo,-0.5,esfuerz
1460,castigador,-0.375,castig
1461,operoso,-0.375,oper
1462,arrastrando,-0.375,arrastr
1463,trabajado,0.0,trabaj
1464,laborioso,0.0,labori
1465,sísifo,-0.75,sisif
1466,extenuante,-0.5,extenu
1467,arduo,-0.5,ardu
1468,businesslike,0.25,businesslik
1469,racionalizado,0.125,racionaliz
1470,moretones,-0.375,moreton
1471,drástico,0.0,drastic
1472,exclamatorio,0.0,exclamatori
1473,brazo,-0.5,braz
1474,impetuoso,-0.375,impetu
1475,debilucho,-0.625,debiluch
1476,expansible,0.5,expans
1477,estirar,0.25,estir
1478,estirable,0.375,estir
1479,inelástico,-0.125,inelast
1480,springless,-0.25,springless
1481,electivo,-0.125,elect
1482,facultativo,-0.125,facult
1483,bounden,0.875,bound
1484,obligatorio,0.25,obligatori
1485,impuesto,0.125,impuest
1486,foppish,0.375,foppish
1487,dandyish,0.375,dandyish
1488,dandified,0.375,dandifi
1489,luxe,0.625,lux
1490,deluxe,0.625,delux
1491,recherche,0.5,recherch
1492,ritzy,0.5,ritzy
1493,soignee,0.75,soigne
1494,soigne,0.75,soign
1495,inelegante,0.5,ineleg
1496,hogareño,-0.25,hogareñ
1497,elegible,0.5,eleg
1498,deseable,0.5,deseabl
1499,inelegible,-0.125,ineleg
1500,descalificado,-0.375,descalific
1501,inapropiado,-0.625,inapropi
1502,emocional,0.625,emocional
1503,emotivo,0.25,emot
1504,afectivo,0.25,afect
1505,sopa,0.125,sop
1506,batidor,0.125,batidor
1507,liberación,-0.125,liber
1508,low,0.0,low
1509,lírica,-0.25,liric
1510,temperamental,-0.25,temperamental
1511,filosófico,-0.5,filosof
1512,flemático,0.625,flemat
1513,estoico,-0.75,estoic
1514,verificable,0.75,verific
1515,falsificable,0.75,falsific
1516,confirmable,0.75,confirm
1517,experimental,0.5,experimental
1518,trial,0.125,trial
1519,abstracto,0.375,abstract
1520,suposiciones,0.125,suposicion
1521,supuestas,0.125,supuest
1522,hipotéticas,0.125,hipotet
1523,adivinatorias,0.125,adivinatori
1524,conjeturas,0.125,conjetur
1525,nocional,-0.75,nocional
1526,metafísica,0.125,metafis
1527,basado,-0.125,bas
1528,teórico,0.125,teoric
1529,forense,-0.25,forens
1530,ocioso,-0.75,ocios
1531,empleable,0.375,empleabl
1532,desempleado,-0.75,desempl
1533,embelesado,-0.75,embeles
1534,seducido,-0.75,seduc
1535,ensorcinado,0.125,ensorcin
1536,traspasado,0.125,traspas
1537,hipnotizado,0.125,hipnotiz
1538,fascinado,0.125,fascin
1539,desencantado,0.875,desencant
1540,desilusionado,0.125,desilusion
1541,alentando,0.5,alent
1542,hortativo,0.375,hortat
1543,exhortatorio,0.375,exhortatori
1544,exhortativo,0.375,exhort
1545,promocional,0.0,promocional
1546,rallying,0.25,rallying
1547,intimidante,-0.25,intimid
1548,descorazonador,-0.625,descorazon
1549,desmoralizador,-0.625,desmoraliz
1550,desmoralizante,-0.625,desmoraliz
1551,autogámico,0.125,autogam
1552,exógamo,0.125,exogam
1553,descalcificador,-0.125,descalcif
1554,energético,0.375,energet
1555,físico,0.375,fisic
1556,zippy,0.375,zippy
1557,spanking,0.375,spanking
1558,snappy,0.375,snappy
1559,rattling,0.375,rattling
1560,alerta,0.375,alert
1561,canty,0.375,canty
1562,conduciendo,0.0,conduc
1563,infatigable,0.5,infatig
1564,letárgico,-0.125,letarg
1565,estuporoso,-0.5,estupor
1566,logia,-0.5,logi
1567,neblina,-0.5,neblin
1568,lánguido,0.375,langu
1569,desganado,0.25,desgan
1570,exportable,0.75,export
1571,inexplorable,-0.125,inexplor
1572,inquisitivo,0.5,inquisit
1573,búsqueda,0.25,busqued
1574,sondeo,0.25,sonde
1575,inquisición,0.25,inquisicion
1576,hiperbólico,0.75,hiperbol
1577,magnificada,-0.5,magnific
1578,exagerada,-0.5,exager
1579,ampliada,-0.5,ampli
1580,multiplicado,0.25,multiplic
1581,redoblado,-0.125,redobl
1582,ablación,-0.125,ablacion
1583,atenuado,-0.375,atenu
1584,atenuar,-0.375,atenu
1585,bated,-0.25,bat
1586,menospreciado,0.0,menospreci
1587,minimizado,-0.125,minimiz
1588,remesa,-0.625,remes
1589,encogido,0.125,encog
1590,reducible,0.625,reduc
1591,irreducible,-0.625,irreduc
1592,edificado,0.625,edific
1593,oscura,0.25,oscur
1594,benigna,0.25,benign
1595,emprendedor,0.375,emprendedor
1596,prometedor,0.0,prometedor
1597,trabajador,0.0,trabaj
1598,entusiasta,0.625,entusiast
1599,evangélico,0.125,evangel
1600,gung,0.5,gung
1601,deseoso,0.375,deseos
1602,appetent,0.625,appetent
1603,sed,-0.375,sed
1604,esuriente,0.125,esurient
1605,devorador,0.125,devor
1606,ávido,0.125,avid
1607,envidioso,0.125,envidi
1608,codicioso,0.125,codici
1609,nostálgico,-0.75,nostalg
