,SynsetTerms
1058,"stormy,"
1059,"wild, tempestuous, raging, furious, angry,"
1060,"surging, billowy, billowing,"
1061,"blustery, blusterous, blustering,"
1062,"rough, fierce, boisterous,"
1063,"windy, breezy, blowy,"
1064,"choppy,"
1065,"dirty,"
1066,"puffy, gusty,"
1067,"squally,"
1068,"thundery,"
1069,"camphorated,"
1070,"uncamphorated,"
1071,"capable,"
1072,"able,"
1073,"surefooted, sure-footed, confident,"
1074,"resourceful,"
1075,"incapable,"
1076,"unable,"
1077,"incapable,"
1078,"cared-for,"
1079,"uncared-for,"
1080,"unattended, neglected,"
1081,"untended,"
1082,"careful,"
1083,"blow-by-blow,"
1084,"sure, certain,"
1085,"close,"
1086,"scrupulous, painstaking, conscientious,"
1087,"elaborated, elaborate, detailed,"
1088,"narrow, minute,"
1089,"too-careful, overcareful,"
1090,"protective,"
1091,"studious,"
1092,"thorough,"
1093,"careless,"
1094,"perfunctory, passing, cursory, casual,"
1095,"sloppy, slipshod, slapdash, haphazard,"
1096,"reckless, heedless,"
1097,"incautious,"
1098,"offhanded, offhand,"
1099,"zoophagous, meat-eating, flesh-eating,"
1100,"omnivorous,"
1101,"all-devouring,"
1102,"carpeted,"
1103,"uncarpeted,"
1104,"sculptured, sculpted, graven,"
1105,"uncarved,"
1106,"acatalectic,"
1107,"catalectic,"
1108,"uncensored,"
1109,"unexpurgated,"
1110,"taillike, caudal,"
1111,"square-tailed,"
1112,"acaudate, acaudal,"
1113,"tailless, anurous,"
1114,"leafy-stemmed,"
1115,"spiny-stemmed,"
1116,"stemless, acaulescent,"
1117,"causative,"
1118,"abortifacient,"
1119,"anorexigenic, anorectic,"
1120,"causal,"
1121,"tributary, contributory, contributive, contributing, conducive,"
1122,"errhine,"
1123,"fast,"
1124,"inductive, inducive,"
1125,"motive, motivative, motivating,"
1126,"motor, motive,"
1127,"precipitating,"
1128,"sternutatory, sternutative,"
1129,"noncausative, noncausal,"
1130,"cautious,"
1131,"chary, cagy, cagey,"
1132,"fabian,"
1133,"gingerly,"
1134,"restrained, guarded,"
1135,"overcautious,"
1136,"incautious,"
1137,"tearaway, madcap, impulsive, impetuous, hotheaded, brainish,"
1138,"cell-like,"
1139,"lymphoblast-like,"
1140,"noncellular, acellular,"
1141,"cell-free,"
1142,"coherent,"
1143,"incoherent,"
1144,"uncompartmented,"
1145,"porous, poriferous,"
1146,"nonporous,"
1147,"bifocal,"
1148,"midmost, middlemost,"
1149,"nuclear,"
1150,"marginal, fringy,"
1151,"skirting, encircling,"
1152,"centripetal,"
1153,"unifying, centripetal,"
1154,"integrative, consolidative,"
1155,"centrifugal,"
1156,"sure, indisputable,"
1157,"sure as shooting,"
1158,"uncertain,"
1159,"indefinite,"
1160,"up in the air,"
1161,"sure, certain,"
1162,"positive, convinced, confident,"
1163,"unsure, uncertain, incertain,"
1164,"ambivalent,"
1165,"dubious, doubtful,"
1166,"groping,"
1167,"convinced,"
1168,"unconvinced,"
1169,"dubious,"
1170,"confident,"
1171,"assured,"
1172,"positive, overconfident, cocksure,"
1173,"reassured,"
1174,"self-confident, self-assured,"
1175,"unsure, timid, shy, diffident,"
1176,"uncertain,"
1177,"contingent,"
1178,"up in the air,"
1179,"certified,"
1180,"certifiable,"
1181,"certificated,"
1182,"credentialled,"
1183,"uncertified,"
1184,"inevitable,"
1185,"fateful, fatal,"
1186,"unavoidable, inescapable, ineluctable,"
1187,"necessary,"
1188,"evitable, avoidable, avertible, avertable,"
1189,"preventable,"
1190,"unpreventable,"
1191,"changeful, changeable,"
1192,"adjustable,"
1193,"astatic,"
1194,"checkered,"
1195,"distortable,"
1196,"quicksilver, mercurial, fickle, erratic,"
1197,"mobile,"
1198,"open-ended,"
1199,"quick-drying,"
1200,"reversible,"
1201,"unchangeable,"
1202,"confirmed,"
1203,"frozen, fixed,"
1204,"set in stone, carved in stone,"
1205,"alterable,"
1206,"incommutable,"
1207,"untransmutable, inconvertible,"
1208,"unalterable,"
1209,"alterable,"
1210,"unalterable, inalterable,"
1211,"incurable,"
1212,"last, final,"
1213,"modifiable,"
1214,"unmodifiable,"
1215,"adjusted,"
1216,"unadjusted,"
1217,"maladjusted,"
1218,"adjusted,"
1219,"well-balanced, well-adjusted,"
1220,"maladjusted,"
1221,"unadjusted, unadapted,"
1222,"altered,"
1223,"changed,"
1224,"paraphrastic,"
1225,"revised,"
1226,"timeless, dateless,"
1227,"unmoved, in-situ,"
1228,"unedited,"
1229,"unreduced,"
1230,"unrevised,"
1231,"unamended,"
1232,"changed,"
1233,"denaturized, denaturised, denatured,"
1234,"exchanged,"
1235,"transformed,"
1236,"varied,"
1237,"unchanged,"
1238,"same,"
1239,"ionized, ionised,"
1240,"unionized, unionised, nonionized, nonionised, nonionic,"
1241,"mutable, changeable,"
1242,"immutable, changeless,"
1243,"symptomatic, diagnostic,"
1244,"positively charged, positive, electropositive,"
1245,"neutral, electroneutral,"
1246,"charitable,"
1247,"philanthropic, eleemosynary, benevolent, beneficent,"
1248,"uncharitable,"
1249,"unchartered,"
1250,"owned,"
1251,"closely-held,"
1252,"chaste,"
1253,"continent, celibate,"
1254,"virtuous, virginal, virgin, vestal, pure,"
1255,"unchaste,"
1256,"wanton, sluttish, promiscuous, loose, light, easy,"
1257,"fallen,"
1258,"licentious,"
1259,"cheerful,"
1260,"glad, beaming,"
1261,"twinkly, smiling, beamish,"
1262,"lightsome, lighthearted, light-hearted, blithesome, blithe,"
1263,"perky, chirpy, buoyant,"
1264,"sunny, gay, cheery,"
1265,"jaunty, debonaire, debonair, chipper,"
1266,"uncheerful, depressing, cheerless,"
1267,"sorry, grim, gloomy, dreary, drear, drab, dismal, disconsolate, dingy, dark, blue,"
1268,"sombre, somber, melancholy,"
1269,"achlamydeous,"
1270,"achondritic,"
1271,"chromatic,"
1272,"amethyst,"
1273,"auburn,"
1274,"blackish-red,"
1275,"bluish-lilac, blue-lilac,"
1276,"rosy, blushful,"
1277,"coral-red,"
1278,"crimson-magenta,"
1279,"crimson-purple,"
1280,"dull-purple,"
1281,"golden-green,"
1282,"greyish-pink, grey-pink, grayish-pink, gray-pink,"
1283,"light-green, greenish, green, dark-green,"
1284,"violet-pink, lilac-pink, lavender-pink,"
1285,"mosstone, moss green,"
1286,"olive,"
1287,"peachy-coloured, peachy-colored, peachy,"
1288,"pinkish-lavender, pink-lavender,"
1289,"powdery-blue, powder blue,"
1290,"purplish-lilac, purple-lilac,"
1291,"rose-lilac, rose-lavender,"
1292,"rose-mauve,"
1293,"rosy-purple, rose-purple,"
1294,"scarlet-crimson,"
1295,"scarlet-pink,"
1296,"stone,"
1297,"tannish,"
1298,"ultramarine,"
1299,"violet-tinted, violet-tinged,"
1300,"white-pink,"
1301,"neutral, achromatic,"
1302,"blackish,"
1303,"bluish black, blue-black,"
1304,"sooty, pitchy, jet-black, jet, coal-black,"
1305,"dull-white,"
1306,"hueless,"
1307,"silvery-grey, silvery-gray, silver-grey, silver-gray,"
1308,"slate-black,"
1309,"white-flowered,"
1310,"whitish, off-white,"
1311,"black,"
1312,"white,"
1313,"saturated, pure,"
1314,"vivid, intense,"
1315,"unsaturated,"
1316,"dull,"
1317,"colour, color,"
1318,"black and white, black-and-white,"
1319,"reddened, red-faced, red, flushed, crimson,"
1320,"blue-flowered,"
1321,"pastel-colored,"
1322,"polychromic, polychrome, polychromatic,"
1323,"tricolor, trichrome, trichromatic,"
1324,"achromatous,"
1325,"stained,"
1326,"unstained,"
1327,"untreated,"
1328,"rich, deep,"
1329,"fluorescent,"
1330,"vibrant,"
1331,"colourless, colorless,"
1332,"white, livid, bloodless, blanched, ashen,"
1333,"washy, washed-out, faded, bleached,"
1334,"sombre, somber, sober, drab,"
1335,"greyed, dulled,"
1336,"etiolated, etiolate, blanched,"
1337,"lurid,"
1338,"wan, pallid, pale,"
1339,"pasty, pastelike,"
1340,"waxy, waxlike, waxen,"
1341,"colourful, colorful,"
1342,"gay, braw, brave,"
1343,"sporty, showy, jazzy, gaudy, flashy,"
1344,"many-sided,"
1345,"noisy,"
1346,"picturesque,"
1347,"colourless, colorless,"
1348,"neutral,"
1349,"pallid, pale,"
1350,"pastel,"
1351,"christian,"
1352,"christly, christlike,"
1353,"unchristian,"
1354,"nonchristian, christless,"
1355,"unchristlike, unchristianly,"
1356,"advanced,"
1357,"humane,"
1358,"noncivilized, noncivilised,"
1359,"wild, uncivilized, uncivilised, savage, barbaric, barbarian,"
1360,"preliterate, nonliterate,"
1361,"primitive,"
1362,"nonclassical,"
1363,"unclassified,"
1364,"unsorted, uncategorized, uncategorised,"
1365,"unclassified,"
1366,"unrestricted, nonsensitive,"
1367,"analyzed,"
1368,"unanalyzed,"
1369,"raw, crude,"
1370,"clean,"
1371,"cleanable,"
1372,"cleanly,"
1373,"dry-cleaned,"
1374,"unused, fresh,"
1375,"spotless, spick-and-span, spick, spic-and-span, spic, speckless, immaculate,"
1376,"pristine,"
1377,"scrubbed,"
1378,"unstained, unspotted, unsoiled,"
1379,"unsullied,"
1380,"water-washed, washed,"
1381,"unclean, soiled, dirty,"
1382,"augean,"
1383,"draggled, bedraggled,"
1384,"fouled, befouled,"
1385,"raunchy, grungy, grubby, grimy, dingy, begrimed,"
1386,"smutty, black,"
1387,"buggy,"
1388,"cobwebby,"
1389,"dirty-faced,"
1390,"feculent,"
1391,"nasty, foul, filthy,"
1392,"squalid, sordid, flyblown,"
1393,"oily, greasy,"
1394,"lousy,"
1395,"maculate,"
1396,"muddy, mucky,"
1397,"ratty,"
1398,"scummy,"
1399,"smudgy,"
1400,"snotty, snot-nosed,"
1401,"travel-stained, travel-soiled,"
1402,"uncleanly,"
1403,"unswept,"
1404,"unwashed,"
1405,"unobjectionable, clean,"
1406,"antiseptic,"
1407,"dirty,"
1408,"ribald, off-color, bawdy,"
1409,"profane, blue, blasphemous,"
1410,"dirty-minded,"
1411,"smutty, nasty, foul, filthy, cruddy,"
1412,"foul-spoken, foul-mouthed,"
1413,"salacious, raunchy, obscene, lewd,"
1414,"scabrous,"
1415,"scatological,"
1416,"uncontaminating, clean,"
1417,"dirty, contaminating,"
1418,"radioactive,"
1419,"nonradioactive,"
1420,"clean,"
1421,"halal,"
1422,"kosher, cosher,"
1423,"unclean, impure,"
1424,"tref, terefah, nonkosher,"
1425,"untouchable,"
1426,"clear,"
1427,"unsubtle, broad,"
1428,"trenchant, distinct, clear-cut,"
1429,"perspicuous, pellucid, luculent, lucid, limpid, crystal clear,"
1430,"prima facie,"
1431,"unmistakable,"
1432,"vivid,"
1433,"unclear,"
1434,"clouded, blurred,"
1435,"puzzling, perplexing, confusing,"
1436,"vague, obscure,"
1437,"clear,"
1438,"hyaloid, hyaline,"
1439,"liquid, limpid,"
1440,"unclouded,"
1441,"unfrosted,"
1442,"opaque,"
1443,"foggy, fogged,"
1444,"frosted,"
1445,"glaucous,"
1446,"lightproof, light-tight,"
1447,"whitish, milky, milklike,"
1448,"semiopaque,"
1449,"solid,"
1450,"radiopaque, radio-opaque,"
1451,"clear,"
1452,"unclouded,"
1453,"confused,"
1454,"puddingheaded, muddleheaded, addlepated, addlebrained,"
1455,"wooly-minded, wooly, woolly-headed, woolly, muzzy, muddled, befuddled, addled,"
1456,"clouded,"
1457,"stupid, stupefied, stunned, dazed,"
1458,"slaphappy, silly, punch-drunk,"
1459,"clement,"
1460,"lenient,"
1461,"inclement,"
1462,"unsparing,"
1463,"clement,"
1464,"soft, mild, balmy,"
1465,"inclement,"
1466,"smart,"
1467,"shrewd, sharp, astute,"
1468,"clever, canny, cagy, cagey,"
1469,"with-it, streetwise, street smart,"
1470,"stupid,"
1471,"jerky, goosy, goosey, gooselike, foolish, dopy, dopey, anserine,"
1472,"wooden-headed, thickheaded, thick-skulled, thick, loggerheaded, fatheaded, duncish, duncical, boneheaded, blockheaded,"
1473,"doltish, cloddish,"
1474,"slow, obtuse, dumb, dull, dim, dense,"
1475,"gormless, gaumless,"
1476,"unthinking, lumpish, lumpen,"
1477,"witless, soft-witted, senseless, nitwitted,"
1478,"weak,"
1479,"yokel-like,"
1480,"further, farther,"
1481,"nigh, near, close,"
1482,"deep,"
1483,"yonder, yon,"
1484,"ambient,"
1485,"close at hand, at hand,"
1486,"hand-to-hand,"
1487,"walking, walk-to,"
1488,"remote, distant,"
1489,"faraway,"
1490,"close,"
1491,"near, approximate,"
1492,"boon,"
1493,"thick, chummy, buddy-buddy,"
1494,"confidential,"
1495,"cozy,"
1496,"near, good, dear,"
1497,"intimate, familiar,"
1498,"intimate,"
1499,"cousinly,"
1500,"uncousinly,"
1501,"clothed, clad,"
1502,"robed, habilimented, garmented, garbed, dressed, attired, appareled,"
1503,"panoplied, arrayed,"
1504,"trousered, pantalooned, breeched,"
1505,"bundled-up,"
1506,"caparisoned,"
1507,"cassocked,"
1508,"dighted,"
1509,"togged up, spruced up, spiffed up, dressed to the nines, dressed to kill, dressed-up, dressed, dolled up,"
1510,"gowned,"
1511,"habited,"
1512,"overdressed,"
1513,"petticoated,"
1514,"suited,"
1515,"surpliced,"
1516,"togged,"
1517,"turned out,"
1518,"tuxedoed,"
1519,"underdressed,"
1520,"uniformed,"
1521,"vestmented,"
1522,"unclothed,"
1523,"nude, naked, bare, au naturel,"
1524,"stark naked, raw, peeled, naked as a jaybird, in the raw, in the buff, in the altogether, bare-assed, bare-ass,"
1525,"topless, braless, bare-breasted,"
1526,"bareheaded, bared,"
1527,"barelegged,"
1528,"bottomless,"
1529,"raimentless, garmentless, clothesless,"
1530,"in dishabille, en deshabille,"
1531,"uncovered, exposed,"
1532,"underclothed, scantily clad, half-clothed,"
1533,"off-the-shoulder,"
1534,"seminude,"
1535,"stripped,"
1536,"without a stitch,"
1537,"barebacked, bareback,"
1538,"clear,"
1539,"unclouded, cloudless,"
1540,"fair,"
1541,"serene,"
1542,"misty, hazy, foggy, brumous,"
1543,"fogbound,"
1544,"sunless, overcast, clouded, cloud-covered,"
1545,"nebular, cloudlike,"
1546,"vapourous, vaporous, miasmic, miasmal,"
1547,"ordered, logical, consistent, coherent,"
1548,"seamless,"
1549,"incoherent,"
1550,"unconnected, scattered, illogical, garbled, disordered, disjointed, disconnected, confused,"
1551,"fuzzy,"
1552,"collapsible, collapsable,"
1553,"folding, foldaway, foldable,"
1554,"tip-up,"
1555,"noncollapsible, noncollapsable,"
1556,"uncrannied,"
1557,"clustered, agglomerative, agglomerated, agglomerate,"
1558,"mass, aggregative, aggregated, aggregate,"
1559,"disseminative, dispersive, diffusive, diffusing,"
1560,"separative,"
1561,"burked,"
1562,"squelched, quenched, quelled,"
1563,"unreleased,"
1564,"unpublished,"
1565,"publishable,"
1566,"unpublishable,"
1567,"according,"
1568,"notifiable,"
1569,"reportable,"
1570,"unreported,"
1571,"reportable,"
1572,"unreportable,"
1573,"combinatory, combinative,"
1574,"combinatory, combinational, combinable,"
1575,"noncombining,"
1576,"combustible,"
1577,"ignitible, ignitable, burnable,"
1578,"inflammable, flammable,"
1579,"incendiary,"
1580,"noncombustible, incombustible,"
1581,"fireproof,"
1582,"fire-retardant, fire-resistive, fire-resisting, fire-resistant,"
1583,"flameproof, flame-retardant,"
1584,"nonflammable,"
1585,"explosive,"
1586,"nonexplosive,"
1587,"lit, lighted,"
1588,"unlit, unlighted,"
1589,"unkindled,"
1590,"comfy, comfortable,"
1591,"snug, cozy, cosy,"
1592,"easy,"
1593,"homy, homey, homely, homelike,"
1594,"soothing,"
1595,"uncomfortable,"
1596,"tough, bad,"
1597,"comfortless,"
1598,"painful, irritating,"
1599,"wretched, miserable,"
1600,"uneasy,"
1601,"warm,"
1602,"comfortable,"
1603,"comforted,"
1604,"uncomfortable,"
1605,"uneasy, ill at ease, awkward,"
1606,"disquieting,"
1607,"ill-fitting,"
1608,"self-conscious,"
1609,"commensurable,"
1610,"incommensurate,"
1611,"disproportionate,"
1612,"incommensurable,"
1613,"disproportionate, disproportional,"
1614,"moneymaking, mercenary, mercantile,"
1615,"noncommercial,"
1616,"blue-sky,"
1617,"uncommercial,"
1618,"uncommercialized, uncommercialised,"
1619,"nonresidential,"
1620,"commissioned,"
1621,"common,"
1622,"ordinary, average,"
1623,"popular, democratic,"
1624,"frequent,"
1625,"standard,"
1626,"uncommon,"
1627,"special, particular, exceptional, especial,"
1628,"rare,"
1629,"unusual,"
1630,"usual,"
1631,"wonted, habitual, customary, accustomed,"
1632,"regular,"
1633,"unusual,"
1634,"different,"
1635,"odd,"
1636,"peculiar,"
1637,"unaccustomed,"
1638,"unique,"
1639,"hydrophobic,"
1640,"oleophilic,"
1641,"oleophobic,"
1642,"individualistic, individualist,"
1643,"various, several, respective,"
1644,"communicatory, communicative,"
1645,"anecdotical, anecdotic, anecdotal,"
1646,"expressive,"
1647,"heraldic,"
1648,"narrative,"
1649,"nonverbal,"
1650,"openhearted,"
1651,"vocal, outspoken,"
1652,"yarn-spinning,"
1653,"uncommunicative, incommunicative,"
1654,"tightlipped, secretive, closemouthed, closelipped, close,"
1655,"unexpressive, poker-faced, impassive, expressionless, deadpan,"
1656,"incommunicado,"
1657,"inexpressive,"
1658,"unutterable, unpronounceable,"
1659,"unfirm, shifting,"
1660,"silty,"
1661,"unconsolidated,"
1662,"comparable,"
1663,"comparable to,"
1664,"uncomparable, incomparable,"
1665,"all-time,"
1666,"incommensurable,"
1667,"unrivalled, unrivaled, unmatched, unmatchable, peerless, one and only, one, nonpareil, matchless,"
1668,"unparalleled, unique, unequalled, unequaled, alone,"
1669,"compassionate,"
1670,"caring,"
1671,"nurturant,"
1672,"tenderhearted,"
1673,"uncompassionate,"
1674,"unfeeling, stonyhearted, hardhearted,"
1675,"compatible,"
1676,"congenial,"
1677,"congruous,"
1678,"harmonious,"
1679,"incompatible,"
1680,"antagonistic,"
1681,"clashing,"
1682,"mutually exclusive, contradictory,"
1683,"uncongenial,"
1684,"compatible,"
1685,"incompatible,"
1686,"mixable, miscible,"
1687,"compatible,"
1688,"unmixable, non-miscible, immiscible,"
1689,"incompatible,"
1690,"competent,"
1691,"capable, able,"
1692,"efficient, effective,"
1693,"workmanlike,"
1694,"incompetent,"
1695,"inept, feckless,"
1696,"inefficient, ineffective,"
1697,"unworkmanlike,"
1698,"competent,"
1699,"combative, agonistical, agonistic,"
1700,"rivalrous, emulous,"
1701,"matched,"
1702,"noncompetitive,"
1703,"uncompetitive,"
1704,"complaintive, complaining,"
1705,"whiny, whiney, querulous, fretful,"
1706,"uncomplaining,"
1707,"compressible,"
1708,"incompressible,"
1709,"whole,"
1710,"full-length,"
1711,"integral, intact, entire,"
1712,"livelong,"
1713,"undivided,"
1714,"aliquot,"
1715,"wrapped up, bound up,"
1716,"uncommitted,"
1717,"fancy-free,"
1718,"floating,"
1719,"undecided,"
1720,"dedicated,"
1721,"devoted,"
1722,"devoted,"
1723,"undedicated,"
1724,"sheer, right-down, rank, out-and-out, downright, absolute,"
1725,"realized, realised, completed, accomplished,"
1726,"all,"
1727,"all-or-nothing, all-or-none,"
1728,"full-scale, all-out,"
1729,"clean,"
1730,"completed,"
1731,"utter, dead,"
1732,"thoroughgoing, thorough, exhaustive,"
1733,"full-blown,"
1734,"full-dress,"
1735,"good,"
1736,"hearty,"
1737,"self-contained,"
1738,"sound,"
1739,"stand-alone,"
1740,"uncomplete, incomplete,"
1741,"half,"
1742,"neither,"
1743,"unelaborated, sketchy,"
1744,"uncompleted,"
1745,"wide, panoptic, extensive, encompassing, broad, blanket, all-inclusive, all-encompassing, all-embracing, across-the-board,"
1746,"countywide,"
1747,"encyclopedic, encyclopaedic,"
1748,"large,"
1749,"plenary,"
1750,"super,"
1751,"noncomprehensive, incomprehensive,"
1752,"composed,"
1753,"unagitated, tranquil, serene, calm,"
1754,"unflappable, imperturbable,"
1755,"self-possessed, self-contained, self-collected, poised, equanimous, collected,"
1756,"nerveless, coolheaded, cool,"
1757,"unruffled, unperturbed, unflustered, unflurried,"
1758,"discomposed,"
1759,"embarrassed, chagrined, abashed,"
1760,"red-faced, blushing, blushful,"
1761,"fazed, daunted, bothered,"
1762,"disconcerted, discombobulated,"
1763,"rattled, perturbed, hot and bothered, flustered,"
